pmid,pmcid,nihmsid,nctid,pub_title,authors,authors_lnames,authors_initials,authors_affil,pub_date,journal_short,journal_full,pubmed_tags,pmc_status
23755828,3759580,495966,,Genetic variants associated with warfarin dose in African-American individuals: a genome-wide association study.,"Minoli A Perera, Larisa H Cavallari, Nita A Limdi, Eric R Gamazon, Anuar Konkashbaev, Roxana Daneshjou, Anna Pluzhnikov, Dana C Crawford, Jelai Wang, Nianjun Liu, Nicholas Tatonetti, Stephane Bourgeois, Harumi Takahashi, Yukiko Bradford, Benjamin M Burkley, Robert J Desnick, Jonathan L Halperin, Sherief I Khalifa, Taimour Y Langaee, Steven A Lubitz, Edith A Nutescu, Matthew Oetjens, Mohamed H Shahin, Shitalben R Patel, Hersh Sagreiya, Matthew Tector, Karen E Weck, Mark J Rieder, Stuart A Scott, Alan H B Wu, James K Burmester, Mia Wadelius, Panos Deloukas, Michael J Wagner, Taisei Mushiroda, Michiaki Kubo, Dan M Roden, Nancy J Cox, Russ B Altman, Teri E Klein, Yusuke Nakamura, Julie A Johnson","Perera, Cavallari, Limdi, Gamazon, Konkashbaev, Daneshjou, Pluzhnikov, Crawford, Wang, Liu, Tatonetti, Bourgeois, Takahashi, Bradford, Burkley, Desnick, Halperin, Khalifa, Langaee, Lubitz, Nutescu, Oetjens, Shahin, Patel, Sagreiya, Tector, Weck, Rieder, Scott, Wu, Burmester, Wadelius, Deloukas, Wagner, Mushiroda, Kubo, Roden, Cox, Altman, Klein, Nakamura, Johnson","MA, LH, NA, ER, A, R, A, DC, J, N, N, S, H, Y, BM, RJ, JL, SI, TY, SA, EA, M, MH, SR, H, M, KE, MJ, SA, AH, JK, M, P, MJ, T, M, DM, NJ, RB, TE, Y, JA","Section of Genetic Medicine, Department of Medicine, University of Chicago, IL, USA., , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ",2013-08-31,Lancet,"Lancet (London, England)",UL1 TR000427,1
22428535,3325373,350189,,Receipt of monitoring of diabetes mellitus in older adults with comorbid dementia.,"Carolyn T Thorpe, Joshua M Thorpe, Amy J H Kind, Christie M Bartels, Christine M Everett, Maureen A Smith","Thorpe, Thorpe, Kind, Bartels, Everett, Smith","CT, JM, AJ, CM, CM, MA","Health Services Research and Development, Veterans Affairs Pittsburgh Healthcare System, Pittsburgh, Pennsylvania 15261, USA. ctthorpe@pitt.edu, , , , , ",2012-04-01,J Am Geriatr Soc,Journal of the American Geriatrics Society,"UL1 RR025011, 1UL1RR025011",1
30157421,6152936,1505937,,Pathogenic TFG Mutations Underlying Hereditary Spastic Paraplegia Impair Secretory Protein Trafficking and Axon Fasciculation.,"Erin L Slosarek, Amber L Schuh, Iryna Pustova, Adam Johnson, Jennifer Bird, Matthew Johnson, E B Frankel, Nilakshee Bhattacharya, Michael G Hanna, Jordan E Burke, David A Ruhl, Kyle Quinney, Samuel Block, Jennifer L Peotter, Edwin R Chapman, Michael D Sheets, Samuel E Butcher, Scott M Stagg, Anjon Audhya","Slosarek, Schuh, Pustova, Johnson, Bird, Johnson, Frankel, Bhattacharya, Hanna, Burke, Ruhl, Quinney, Block, Peotter, Chapman, Sheets, Butcher, Stagg, Audhya","EL, AL, I, A, J, M, EB, N, MG, JE, DA, K, S, JL, ER, MD, SE, SM, A","Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Chemistry and Biochemistry, Institute of Molecular Biophysics, Florida State University, 91 Chieftan Way, Tallahassee, FL 32306, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Chemistry and Biochemistry, Institute of Molecular Biophysics, Florida State University, 91 Chieftan Way, Tallahassee, FL 32306, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biochemistry, University of Wisconsin-Madison, Madison, WI 53706, USA., Howard Hughes Medical Institute and Department of Neuroscience, University of Wisconsin-Madison, Madison, WI 53705, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Howard Hughes Medical Institute and Department of Neuroscience, University of Wisconsin-Madison, Madison, WI 53705, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA., Department of Biochemistry, University of Wisconsin-Madison, Madison, WI 53706, USA., Department of Chemistry and Biochemistry, Institute of Molecular Biophysics, Florida State University, 91 Chieftan Way, Tallahassee, FL 32306, USA., Department of Biomolecular Chemistry, University of Wisconsin-Madison School of Medicine and Public Health, 440 Henry Mall, Madison, WI 53706, USA. Electronic address: audhya@wisc.edu.",2018-08-28,Cell Rep,Cell reports,UL1 TR000427,1
26888592,4795285,,,Subjective and Objective Measures of Hypersomnolence Demonstrate Divergent Associations with Depression among Participants in the Wisconsin Sleep Cohort Study.,"David T Plante, Laurel A Finn, Erika W Hagen, Emmanuel Mignot, Paul E Peppard","Plante, Finn, Hagen, Mignot, Peppard","DT, LA, EW, E, PE","Department of Psychiatry, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI., Department of Population Health Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI., Department of Population Health Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI., Stanford University Center for Sleep Sciences, Department of Psychiatry and Behavioral Sciences, Stanford University School of Medicine, Palo Alto, CA., Department of Population Health Sciences, School of Medicine and Public Health, University of Wisconsin-Madison, Madison, WI.",2016-04-15,J Clin Sleep Med,Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,"UL1 TR000427, 1UL1RR025011",1
26708307,4758867,746154,,Emotional and instrumental support during childhood and biological dysregulation in midlife.,"Natalie Slopen, Ying Chen, Naomi Priest, Michelle A Albert, David R Williams","Slopen, Chen, Priest, Albert, Williams","N, Y, N, MA, DR","Department of Epidemiology and Biostatistics, School of Public Health, University of Maryland College Park, United States. Electronic address: nslopen@umd.edu., Department of Social and Behavioral Sciences, Harvard T. H. Chan School of Public Health, United States., ANU Centre for Social Research and Methods, Australian National University, Australia., Division of Cardiology, University of California at San Francisco, CA, United States., Department of Social and Behavioral Sciences, Harvard T. H. Chan School of Public Health, United States; Department of African and African American Studies, Harvard University, United States.",2016-03-01,Prev Med,Preventive medicine,"UL1 TR000427, UL1 RR025011, 1UL1RR025011",1
23903894,3926898,539574,,Vorinostat in combination with bortezomib in patients with advanced malignancies directly alters transcription of target genes.,"Jill M Kolesar, Anne M Traynor, Kyle D Holen, Tien Hoang, Songwon Seo, Kyungmann Kim, Dona Alberti, Igor Espinoza-Delgado, John J Wright, George Wilding, Howard H Bailey, William R Schelman","Kolesar, Traynor, Holen, Hoang, Seo, Kim, Alberti, Espinoza-Delgado, Wright, Wilding, Bailey, Schelman","JM, AM, KD, T, S, K, D, I, JJ, G, HH, WR","University of Wisconsin Carbone Comprehensive Cancer Center, 600 Highland Avenue, Madison, WI 53792, USA. jmkolesar@pharmacy.wisc.edu, , , , , , , , , , , ",2013-09-01,Cancer Chemother. Pharmacol.,Cancer chemotherapy and pharmacology,"UL1 TR000427, UL1 RR025011",1
22226383,,,,Ischemia reperfusion injury: from basic mechanisms to innovative protective strategies.,David P Foley,Foley,DP,,2012-04-01,Transplant Rev (Orlando),"Transplantation reviews (Orlando, Fla.)",UL1 RR025011,
25001092,4330099,659789,,Failure of radioactive iodine in the treatment of hyperthyroidism.,"David F Schneider, Philip E Sonderman, Michaela F Jones, Kristin A Ojomo, Herbert Chen, Juan C Jaume, Diane F Elson, Scott B Perlman, Rebecca S Sippel","Schneider, Sonderman, Jones, Ojomo, Chen, Jaume, Elson, Perlman, Sippel","DF, PE, MF, KA, H, JC, DF, SB, RS","Section of Endocrine Surgery, Department of Surgery, University of Wisconsin School of Medicine and Public Health, Madison, WI, USA, schneiderd@surgery.wisc.edu., , , , , , , , ",2014-12-01,Ann. Surg. Oncol.,Annals of surgical oncology,"KL2 TR000428, UL1 TR000427",1
19714622,2867593,136774,,Decline in rheumatoid vasculitis prevalence among US veterans: a retrospective cross-sectional study.,"Christie Bartels, Carolyn Bell, Ann Rosenthal, Kazuhiko Shinki, Alan Bridges","Bartels, Bell, Rosenthal, Shinki, Bridges","C, C, A, K, A","University of Wisconsin School of Medicine and Public Health, 600 Highland Avenue MC 3244, Madison, WI 53792, USA. cb4@medicine.wisc.edu, , , , ",2009-09-01,Arthritis Rheum.,Arthritis and rheumatism,"KL2 RR025012, UL1 RR025011-01, UL1 RR025011, 1KL2 RR 025012-01",1
30076281,6320225,996331,,Neutrophil cytoplasts induce T<sub>H</sub>17 differentiation and skew inflammation toward neutrophilia in severe asthma.,"Nandini Krishnamoorthy, David N Douda, Thayse R Brüggemann, Isabell Ricklefs, Melody G Duvall, Raja-Elie E Abdulnour, Kimberly Martinod, Luciana Tavares, Xiao Wang, Manuela Cernadas, Elliot Israel, David T Mauger, Eugene R Bleecker, Mario Castro, Serpil C Erzurum, Benjamin M Gaston, Nizar N Jarjour, Sally Wenzel, Eleanor Dunican, John V Fahy, Daniel Irimia, Denisa D Wagner, Bruce D Levy, Unknown Unknown","Krishnamoorthy, Douda, Brüggemann, Ricklefs, Duvall, Abdulnour, Martinod, Tavares, Wang, Cernadas, Israel, Mauger, Bleecker, Castro, Erzurum, Gaston, Jarjour, Wenzel, Dunican, Fahy, Irimia, Wagner, Levy, Unknown","N, DN, TR, I, MG, RE, K, L, X, M, E, DT, ER, M, SC, BM, NN, S, E, JV, D, DD, BD, Unknown","Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Program in Cellular and Molecular Medicine, Division of Hematology and Oncology, Boston Children's Hospital, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., BioMEMS Resource Center, Massachusetts General Hospital, Harvard Medical School, MA 02129, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA., Division of Statistics and Bioinformatics, Department of Public Health Sciences, Pennsylvania State University, Hershey, PA 17033, USA., Center for Genomics and Personalized Medicine Research, School of Medicine, Wake Forest University, Winston-Salem, NC 27157, USA., Division of Pulmonary and Critical Care Medicine, Departments of Medicine and Pediatrics, Washington University, St. Louis, MO 63110, USA., Department of Pathobiology, Cleveland Clinic, Cleveland, OH 44195, USA., Department of Pediatrics, Rainbow Babies and Children's Hospital, Case Western Reserve University, Cleveland, OH 44106, USA., Section of Pulmonary and Critical Care Medicine, University of Wisconsin School of Medicine, Madison, WI 53792, USA., Pulmonary, Allergy, and Critical Care Medicine Division, Department of Medicine, University of Pittsburgh School of Medicine, Pittsburgh, PA 15213, USA., Division of Pulmonary and Critical Care Medicine, Department of Medicine and the Cardiovascular Research Institute, University of California, San Francisco, San Francisco, CA 94143, USA., Division of Pulmonary and Critical Care Medicine, Department of Medicine and the Cardiovascular Research Institute, University of California, San Francisco, San Francisco, CA 94143, USA., BioMEMS Resource Center, Massachusetts General Hospital, Harvard Medical School, MA 02129, USA., Program in Cellular and Molecular Medicine, Division of Hematology and Oncology, Boston Children's Hospital, Boston, MA 02115, USA., Pulmonary and Critical Care Medicine Division, Department of Medicine, Brigham and Women's Hospital and Harvard Medical School, Boston, MA 02115, USA. blevy@bwh.harvard.edu., ",2018-08-03,Sci Immunol,Science immunology,UL1 TR000427,1
25828650,4405486,670671,,4D hyperspherical harmonic (HyperSPHARM) representation of surface anatomy: a holistic treatment of multiple disconnected anatomical structures.,"A Pasha Hosseinbor, Moo K Chung, Cheng Guan Koay, Stacey M Schaefer, Carien M van Reekum, Lara Peschke Schmitz, Matt Sutterer, Andrew L Alexander, Richard J Davidson","Pasha Hosseinbor, Chung, Koay, Schaefer, van Reekum, Schmitz, Sutterer, Alexander, Davidson","A, MK, CG, SM, CM, LP, M, AL, RJ","Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA. Electronic address: hosseinbor@wisc.edu., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA; Department of Biostatistics and Medical Informatics, University of Wisconsin-Madison, Madison, WI, USA., Department of Medical Physics, University of Wisconsin-Madison, Madison, WI, USA., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA., Department of Psychology, University of Reading, Reading, Berkshire RG6 6UR, UK., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA; Department of Medical Physics, University of Wisconsin-Madison, Madison, WI, USA; Department of Psychiatry, University of Wisconsin-Madison, Madison, WI, USA., Waisman Laboratory for Brain Imaging and Behavior, University of Wisconsin-Madison, Madison, WI, USA; Department of Psychology, University of Wisconsin-Madison, Madison, WI, USA.",2015-05-01,Med Image Anal,Medical image analysis,"UL1 TR000427, UL1TR000427",1
